epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,134.097,1.38051,2.83034,1.51794,0.34707,0.56433,0.60154,0.27062,1.59773,3.94668,1.88983,0.00101797,0.00101797,0.00101797
17,143.556,1.44843,2.67365,1.50148,0.34707,0.56433,0.60154,0.27062,1.59773,3.94668,1.88983,0.0010025,0.0010025,0.0010025
18,152.71,1.69,2.88747,1.59756,0.34707,0.56433,0.60154,0.27062,1.59773,3.94668,1.88983,0.000987031,0.000987031,0.000987031
19,161.978,1.50572,3.40973,1.48106,0.34707,0.56433,0.60154,0.27062,1.59773,3.94668,1.88983,0.000971562,0.000971562,0.000971562
20,171.232,1.43964,2.67651,1.54061,0.34707,0.56433,0.60154,0.27062,1.59773,3.94668,1.88983,0.000956094,0.000956094,0.000956094
21,180.309,1.52885,2.70747,1.54609,0.49973,0.58333,0.56148,0.29755,1.39007,3.21286,1.70614,0.000940625,0.000940625,0.000940625
22,189.213,1.38374,2.34587,1.48891,0.49973,0.58333,0.56148,0.29755,1.39007,3.21286,1.70614,0.000925156,0.000925156,0.000925156
23,198.002,1.53928,2.67202,1.55143,0.49973,0.58333,0.56148,0.29755,1.39007,3.21286,1.70614,0.000909688,0.000909688,0.000909688
24,207.028,1.50082,2.85115,1.69497,0.49973,0.58333,0.56148,0.29755,1.39007,3.21286,1.70614,0.000894219,0.000894219,0.000894219
25,215.859,1.31064,2.63032,1.4141,0.51721,0.54167,0.57165,0.32979,1.29903,2.95936,1.63778,0.00087875,0.00087875,0.00087875
26,224.828,1.50749,2.75349,1.63446,0.51721,0.54167,0.57165,0.32979,1.29903,2.95936,1.63778,0.000863281,0.000863281,0.000863281
27,234.15,1.32069,2.26732,1.44767,0.51721,0.54167,0.57165,0.32979,1.29903,2.95936,1.63778,0.000847813,0.000847813,0.000847813
28,243.914,1.36815,2.23746,1.46995,0.51721,0.54167,0.57165,0.32979,1.29903,2.95936,1.63778,0.000832344,0.000832344,0.000832344
29,253.182,1.42994,2.4351,1.52332,0.51721,0.54167,0.57165,0.32979,1.29903,2.95936,1.63778,0.000816875,0.000816875,0.000816875
30,262.579,1.39937,2.45077,1.50711,0.58516,0.56328,0.61603,0.34482,1.29263,2.89557,1.58934,0.000801406,0.000801406,0.000801406
31,271.678,1.21774,2.23475,1.37727,0.58516,0.56328,0.61603,0.34482,1.29263,2.89557,1.58934,0.000785938,0.000785938,0.000785938
32,280.888,1.2183,2.24345,1.39848,0.58516,0.56328,0.61603,0.34482,1.29263,2.89557,1.58934,0.000770469,0.000770469,0.000770469
33,290.279,1.26914,2.24917,1.38439,0.58516,0.56328,0.61603,0.34482,1.29263,2.89557,1.58934,0.000755,0.000755,0.000755
34,299.751,1.2771,2.42133,1.41888,0.58516,0.56328,0.61603,0.34482,1.29263,2.89557,1.58934,0.000739531,0.000739531,0.000739531
35,308.984,1.18937,2.06563,1.38975,0.70951,0.64751,0.7403,0.41048,1.38816,2.25936,1.62652,0.000724062,0.000724062,0.000724062
36,318.043,1.35344,2.03284,1.44886,0.70951,0.64751,0.7403,0.41048,1.38816,2.25936,1.62652,0.000708594,0.000708594,0.000708594
37,327.221,1.26375,2.30279,1.42182,0.70951,0.64751,0.7403,0.41048,1.38816,2.25936,1.62652,0.000693125,0.000693125,0.000693125
38,336.783,1.32932,2.24088,1.37628,0.70951,0.64751,0.7403,0.41048,1.38816,2.25936,1.62652,0.000677656,0.000677656,0.000677656
39,346.181,1.2711,2.2592,1.43533,0.85033,0.74065,0.80775,0.4541,1.48621,2.20191,1.66375,0.000662188,0.000662188,0.000662188
40,355.413,1.70079,2.80308,1.61687,0.85033,0.74065,0.80775,0.4541,1.48621,2.20191,1.66375,0.000646719,0.000646719,0.000646719
41,364.399,1.21996,2.1212,1.43588,0.85033,0.74065,0.80775,0.4541,1.48621,2.20191,1.66375,0.00063125,0.00063125,0.00063125
42,373.572,1.17348,2.12416,1.3293,0.85033,0.74065,0.80775,0.4541,1.48621,2.20191,1.66375,0.000615781,0.000615781,0.000615781
43,382.44,1.25775,2.55608,1.38731,0.85033,0.74065,0.80775,0.4541,1.48621,2.20191,1.66375,0.000600313,0.000600313,0.000600313
44,391.438,1.23797,2.15395,1.45873,0.97088,0.75131,0.83161,0.50766,1.37226,2.17564,1.58589,0.000584844,0.000584844,0.000584844
45,400.442,1.17755,1.73084,1.28491,0.97088,0.75131,0.83161,0.50766,1.37226,2.17564,1.58589,0.000569375,0.000569375,0.000569375
46,409.184,1.05201,1.89445,1.20322,0.97088,0.75131,0.83161,0.50766,1.37226,2.17564,1.58589,0.000553906,0.000553906,0.000553906
47,418.05,1.21674,1.8876,1.26601,0.97088,0.75131,0.83161,0.50766,1.37226,2.17564,1.58589,0.000538438,0.000538438,0.000538438
48,427.304,1.19956,1.90537,1.33563,0.89881,0.69856,0.80502,0.51993,1.29884,2.06777,1.52071,0.000522969,0.000522969,0.000522969
49,436.852,1.22331,2.00096,1.33571,0.89881,0.69856,0.80502,0.51993,1.29884,2.06777,1.52071,0.0005075,0.0005075,0.0005075
50,446.143,1.21064,1.96514,1.46266,0.89881,0.69856,0.80502,0.51993,1.29884,2.06777,1.52071,0.000492031,0.000492031,0.000492031
51,455.481,1.19106,1.8502,1.28416,0.89881,0.69856,0.80502,0.51993,1.29884,2.06777,1.52071,0.000476562,0.000476562,0.000476562
52,464.57,1.07719,1.70029,1.20099,0.89881,0.69856,0.80502,0.51993,1.29884,2.06777,1.52071,0.000461094,0.000461094,0.000461094
53,473.632,1.16438,1.83797,1.31271,0.84122,0.69851,0.80862,0.4905,1.2565,2.03091,1.47096,0.000445625,0.000445625,0.000445625
54,482.517,1.13283,1.86675,1.30749,0.84122,0.69851,0.80862,0.4905,1.2565,2.03091,1.47096,0.000430156,0.000430156,0.000430156
55,491.331,1.05225,1.78553,1.29969,0.84122,0.69851,0.80862,0.4905,1.2565,2.03091,1.47096,0.000414688,0.000414688,0.000414688
56,500.417,1.17193,1.68061,1.28319,0.84122,0.69851,0.80862,0.4905,1.2565,2.03091,1.47096,0.000399219,0.000399219,0.000399219
57,509.516,1.21651,1.79313,1.40487,0.89523,0.78085,0.84372,0.51926,1.13732,1.92127,1.42407,0.00038375,0.00038375,0.00038375
58,518.567,1.13693,1.81251,1.32052,0.89523,0.78085,0.84372,0.51926,1.13732,1.92127,1.42407,0.000368281,0.000368281,0.000368281
59,527.597,1.13962,1.71337,1.29488,0.89523,0.78085,0.84372,0.51926,1.13732,1.92127,1.42407,0.000352812,0.000352812,0.000352812
60,536.824,1.01431,1.46378,1.20948,0.89523,0.78085,0.84372,0.51926,1.13732,1.92127,1.42407,0.000337344,0.000337344,0.000337344
61,545.923,1.0684,1.72539,1.23887,0.89523,0.78085,0.84372,0.51926,1.13732,1.92127,1.42407,0.000321875,0.000321875,0.000321875
62,555.064,1.05283,1.53967,1.20642,0.91748,0.82124,0.8456,0.54471,1.07089,1.84299,1.39899,0.000306406,0.000306406,0.000306406
63,564.003,1.0937,1.93861,1.37597,0.91748,0.82124,0.8456,0.54471,1.07089,1.84299,1.39899,0.000290937,0.000290937,0.000290937
64,573.009,1.07252,1.90691,1.31383,0.91748,0.82124,0.8456,0.54471,1.07089,1.84299,1.39899,0.000275469,0.000275469,0.000275469
65,581.727,1.23215,1.74401,1.2962,0.91748,0.82124,0.8456,0.54471,1.07089,1.84299,1.39899,0.00026,0.00026,0.00026
66,590.621,1.13094,1.93143,1.38953,0.91748,0.82124,0.8456,0.54471,1.07089,1.84299,1.39899,0.000244531,0.000244531,0.000244531
67,599.795,0.99103,1.47241,1.16409,0.94443,0.82008,0.84719,0.56022,1.04414,1.80982,1.37284,0.000229063,0.000229063,0.000229063
68,608.756,0.94508,1.63637,1.22684,0.94443,0.82008,0.84719,0.56022,1.04414,1.80982,1.37284,0.000213594,0.000213594,0.000213594
69,617.534,1.09429,1.49579,1.20095,0.94443,0.82008,0.84719,0.56022,1.04414,1.80982,1.37284,0.000198125,0.000198125,0.000198125
70,627.136,1.08238,1.47135,1.22563,0.94443,0.82008,0.84719,0.56022,1.04414,1.80982,1.37284,0.000182656,0.000182656,0.000182656
71,636.638,1.14864,2.09666,1.48387,0.94474,0.80347,0.84457,0.55594,1.01455,1.85177,1.34175,0.000167188,0.000167188,0.000167188
72,645.477,1.23716,2.33098,1.52579,0.94474,0.80347,0.84457,0.55594,1.01455,1.85177,1.34175,0.000151719,0.000151719,0.000151719
73,654.406,1.01524,2.0639,1.25503,0.94474,0.80347,0.84457,0.55594,1.01455,1.85177,1.34175,0.00013625,0.00013625,0.00013625
74,663.292,1.21294,2.47391,1.42509,0.94474,0.80347,0.84457,0.55594,1.01455,1.85177,1.34175,0.000120781,0.000120781,0.000120781
75,672.142,0.92538,1.86816,1.31017,0.94474,0.80347,0.84457,0.55594,1.01455,1.85177,1.34175,0.000105312,0.000105312,0.000105312
76,681.139,0.98308,1.86754,1.22213,0.8968,0.78562,0.84286,0.48475,1.11112,2.05215,1.42924,8.98437e-05,8.98437e-05,8.98437e-05
77,689.812,1.12843,1.97199,1.25461,0.8968,0.78562,0.84286,0.48475,1.11112,2.05215,1.42924,7.4375e-05,7.4375e-05,7.4375e-05
78,698.623,1.02068,1.89009,1.3823,0.8968,0.78562,0.84286,0.48475,1.11112,2.05215,1.42924,5.89062e-05,5.89062e-05,5.89062e-05
79,707.607,1.11717,2.17205,1.46045,0.8968,0.78562,0.84286,0.48475,1.11112,2.05215,1.42924,4.34375e-05,4.34375e-05,4.34375e-05
80,716.658,1.05075,1.912,1.19521,0.8495,0.78216,0.83783,0.4973,1.17902,2.13974,1.51477,2.79687e-05,2.79687e-05,2.79687e-05
